Text,Language
"അല്ലെങ്കിൽ മങ്ങിയ വിവേകം ഇപ്പോൾ നിങ്ങൾ ജ്യാമിതി ഒബ്‌ട്യൂസ് ആംഗിൾ, അക്യൂട്ട് ആംഗിൾ എന്നിവയിൽ ഒബ്‌ട്യൂസ് എന്ന വാക്ക് കേട്ടിട്ടുണ്ട്, അതിനാൽ ഒരു ഒബ്‌ട്യൂസ് ആംഗിൾ 90 ഡിഗ്രിയിൽ കൂടുതലുള്ളതും എന്നാൽ 180 ഡിഗ്രിയിൽ താഴെയുമാണ്.",Malayalam
"അക്യൂട്ട് ആംഗിൾ 90 ഡിഗ്രിയിൽ കുറവുള്ള ഈ മൂർച്ചയുള്ള കോണാണ്, അതിനാൽ ഒരു വാക്ക് മൂർച്ചയെ സൂചിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു, അതിനാൽ മാനസികമായി മൂർച്ചയുള്ളതും വൃത്തികെട്ടതും മൂർച്ചയുള്ളവയെ സൂചിപ്പിക്കുന്നു .അതിനാൽ മനസ്സിൽ അൽപ്പം മന്ദഗതിയിലാകുന്നു, അതിനാൽ ഉദാഹരണത്തിൽ വാചകം മനുഷ്യനാണ് തന്റെ പാസ്‌വേഡ് ഒരു വ്യാജ കോളർ‌ അല്ലെങ്കിൽ‌ വൃത്തികെട്ട കുട്ടിക്ക് നൽകി.",Malayalam
കഴിഞ്ഞില്ല.,Malayalam
"ടെസ്റ്റിലെ ഒരൊറ്റ ചോദ്യത്തിന് ഉത്തരം നൽകാൻ അല്ലെങ്കിൽ വൃദ്ധനായ മനുഷ്യന് ഇപ്പോൾ അടിസ്ഥാന നിർദ്ദേശങ്ങൾ പോലും മനസിലാക്കാൻ ബുദ്ധിമുട്ടായിരുന്നു, ദൈനംദിന ജീവിതത്തിലെ നിങ്ങളുടെ അവസ്ഥയിൽ നിങ്ങളുടെ കാമുകനോ കാമുകിയോ നിങ്ങളോട് ദേഷ്യപ്പെടുന്നു, എന്തുകൊണ്ടെന്ന് നിങ്ങൾക്കറിയില്ല.",Malayalam
"അവരോട് പറയുക, ഞാൻ നിസ്സാരനായിരിക്കാം, പക്ഷെ നിങ്ങൾ എന്തിനാണ് അസ്വസ്ഥനാകുന്നത് എന്ന് എനിക്കറിയില്ല സ്മാർട്ട് വേഡ് നമ്പർ 10 മന്ദഗതിയിലുള്ള മന്ദഗതിയിലുള്ള മന്ദഗതിയിലുള്ള മാർഗ്ഗമാണ്, വേഗത കുറഞ്ഞ രീതിയിൽ വേഗത കുറഞ്ഞ രീതിയിൽ നീങ്ങുക.",Malayalam
പതിവിലും അല്പം ക്ഷീണവും കുറവുമുള്ളതായി കാണാൻ.,Malayalam
example ർജ്ജ ഉദാഹരണത്തിൽ ഒരു കനത്ത ഉച്ചഭക്ഷണം എന്നെ ഉച്ചകഴിഞ്ഞ് മന്ദഗതിയിലാക്കുന്നു എന്ന വാക്കിന്റെ വേരുകൾ മന്ദഗതിയിലുള്ള വ്യക്തിയാണെന്നും സ്ലഗ് ഒരു ഒച്ചയുടെ ഉദാഹരണങ്ങൾ പോലെ വളരെ സാവധാനത്തിൽ സഞ്ചരിക്കുന്ന ഒരു മൃഗമാണെന്നും അർത്ഥമാക്കുന്നു.,Malayalam
ഈ വർഷം സമ്പദ്‌വ്യവസ്ഥ വളരെ മന്ദഗതിയിലായിരുന്നു അല്ലെങ്കിൽ മന്ദഗതിയിലുള്ള തുടക്കത്തിനുശേഷം മത്സരം ആരംഭിച്ചു.,Malayalam
"അല്ലെങ്കിൽ ഈ പാദത്തിൽ ബിസിനസ്സ് മന്ദഗതിയിലാണ്, നിങ്ങൾക്ക് ഒരു ദിവസം വളരെ ക്ഷീണം തോന്നുന്നുവെങ്കിൽ നിങ്ങളുടെ ദൈനംദിന ജീവിതത്തിൽ ഇത് ഉപയോഗിക്കാൻ കഴിയും, നിങ്ങൾക്ക് ഒരു ദിവസം നിങ്ങളുടെ അമ്മയോട് പറയാൻ കഴിയും അല്ലെങ്കിൽ നിങ്ങൾക്ക് പറയാൻ കഴിയും.",Malayalam
നിങ്ങളുടെ ചങ്ങാതിമാർ‌ക്ക് എനിക്ക് മന്ദത തോന്നുന്നു.,Malayalam
"ഇന്ന് എനിക്ക് എനർജി ഡ്രിങ്ക് ഉപയോഗിച്ച് ചെയ്യാൻ കഴിയും, മന്ദഗതിയിലുള്ള സ്ഥലത്ത് നിങ്ങൾക്ക് ഉപയോഗിക്കാൻ കഴിയുന്ന മറ്റ് വാക്കുകൾ അലസമോ എന്റെ കാലുകൾ വലിച്ചിടുന്നതോ ആകാം, അതിനാൽ അവ 10 മികച്ച വാക്കുകളും അതിനുമുമ്പും ആയിരുന്നു.",Malayalam
വളരെ നിഷ്പ്രയാസം തോന്നുന്നതിനുള്ള രഹസ്യ ടിപ്പ് ഞാൻ നിങ്ങൾക്ക് നൽകുന്നു.,Malayalam
ഞാൻ നിങ്ങളെ ഓർമ്മിപ്പിക്കാൻ ആഗ്രഹിക്കുന്നു.,Malayalam
നിങ്ങൾ ഒരു ടെലിഫോൺ കോളിൽ ഉപയോഗിക്കാൻ മികച്ച വാക്കുകൾ തിരയുന്നുവെങ്കിൽ ഞാൻ ഒരു വീഡിയോയിലേക്ക് ഒരു ലിങ്ക് ഇടുന്നു.,Malayalam
"അതിനായി വിവരണ ബോക്സിൽ താഴേയ്‌ക്ക്, ഇപ്പോൾ രഹസ്യമായി നുറുങ്ങ് നിഷ്കളങ്കമായി തോന്നുന്നതിനുള്ള രഹസ്യ ടിപ്പ് എനിക്ക് ചിലപ്പോൾ അറിയാവുന്ന ഒന്നിൽ കൂടുതൽ സ്മാർട്ട് പദങ്ങളോ വാക്യങ്ങളോ ഉപയോഗിക്കരുത്.",Malayalam
കാരണം ഞങ്ങൾ വളരെ ആവേശത്തിലാണ്.,Malayalam
"ഞങ്ങൾ ' ഈ സ്മാർട്ട് പദങ്ങൾ‌ ഞങ്ങൾ‌ വളരെയധികം പഠിച്ചു, കൂടാതെ അവയിൽ‌ രണ്ടെണ്ണം നാല് സ്വാഭാവികമായും തോന്നാത്ത ഒരു വാക്യത്തിൽ‌ ഞങ്ങൾ‌ സ്റ്റഫ് ചെയ്യുന്നു.",Malayalam
അതിനാൽ നിങ്ങൾ ഉച്ചരിക്കുകയാണെന്ന് ഒരു സമയം ഉറപ്പാക്കുക.,Malayalam
"ശരിയായ രീതിയിൽ പദം ഗൂഗിളിലേക്ക് പോയി പദം ടൈപ്പുചെയ്യുക, മുകളിൽ തിരയലിൽ നിങ്ങൾ ഒരു ചെറിയ സ്പീക്കർ ഐക്കൺ ആ സ്പീക്കറിൽ ക്ലിക്കുചെയ്യുന്നത് കാണും.",Malayalam
ഒന്നോ രണ്ടോ തവണ ഉച്ചാരണം കേൾക്കുക.,Malayalam
"നിങ്ങൾ പോകാൻ തയ്യാറാണ്, നിങ്ങൾക്ക് ഈ വീഡിയോ ഇഷ്‌ടപ്പെട്ടെങ്കിൽ ഞങ്ങൾക്ക് ഒരു അഭിപ്രായമിടാൻ മറക്കരുത്.",Malayalam
ഈ 10 വാക്കുകളിൽ ഏതാണ് നിങ്ങളുടെ പ്രിയങ്കരമെന്നും ഒപ്പം എന്നോട് പറയുന്നതും.,Malayalam
നിങ്ങൾ ഇതിനകം തന്നെ സബ്‌സ്‌ക്രൈബ് ബട്ടണും അതിനടുത്തുള്ള ബെൽ ഐക്കണും അമർത്തി കാണുന്നില്ലെങ്കിൽ.,Malayalam
ഹായ് സഞ്ചി ഈ വീഡിയോയിൽ എന്റെ ചാനലിലേക്ക് സ്വാഗതം.,Malayalam
നിങ്ങളുടെ ദൈനംദിന ജീവിതത്തിൽ ഉപയോഗിക്കാൻ കഴിയുന്ന മികച്ച 50 ഇംഗ്ലീഷ് ശൈലികൾ ഞാൻ നിങ്ങൾക്ക് നൽകും.,Malayalam
അതിനാൽ നിങ്ങൾ യാത്ര ആരംഭിക്കാൻ പോകുകയാണെങ്കിൽ.,Malayalam
"ഒരു ഇംഗ്ലീഷ് സംസാരിക്കുന്ന രാജ്യത്തേക്ക്, നിങ്ങൾക്ക് ഇത് പൂർണ്ണമായും ഉപയോഗിക്കാൻ കഴിയും.",Malayalam
"നിങ്ങൾ‌ കുറച്ചുകാലമായി ഇംഗ്ലീഷ് പഠിക്കുന്നുണ്ടെങ്കിൽ‌, നിങ്ങൾ‌ പഠനം പുനരാരംഭിക്കാൻ‌ താൽ‌പ്പര്യപ്പെടുന്നെങ്കിൽ‌ വാക്യങ്ങൾ‌.",Malayalam
"ആരംഭിക്കുന്നതിനുള്ള ഏറ്റവും മികച്ച വീഡിയോ ഇതാണ്, അതിനാൽ 10 മിനിറ്റിനുള്ളിൽ ഇംഗ്ലീഷിൽ 50 ശൈലികൾ പോകാം.",Malayalam
വാക്യം ഒന്നാം നമ്പർ ഇത് ചോദിക്കാനുള്ള മറ്റൊരു മാർഗമാണ്.,Malayalam
സുഖമാണോ?,Malayalam
എങ്ങനെ പോകുന്നു?,Malayalam
എങ്ങനെ പോകുന്നു?.,Malayalam
"അതിനാൽ നിങ്ങൾ ആരെയെങ്കിലും കണ്ടുമുട്ടുന്നു, അത് എങ്ങനെ പോകുന്നു?",Malayalam
"വാക്യം നമ്പർ രണ്ട് നിങ്ങൾ‌ ആരെയെങ്കിലും കുറച്ചുകാലമായി കാണാത്തപ്പോൾ‌ നിങ്ങൾ‌ അവനോട്‌ ദീർഘനേരം കാണുന്നില്ലെന്ന്‌ അർ‌ത്ഥമാക്കുന്നു, അതിനർ‌ത്ഥം നിങ്ങൾ‌ ഈ വ്യക്തിയെ ആഴ്ചകളോ മാസങ്ങളോ കണ്ടിട്ടില്ലെന്നാണ് ഇതിനർത്ഥം.",Malayalam
മൂന്ന് നിങ്ങൾ എന്താണ് ചെയ്യുന്നതെന്ന് നിങ്ങളോട് ചോദിക്കണമെങ്കിൽ.,Malayalam
നിങ്ങളുടെ ജീവിതത്തിൽ എന്താണ് സംഭവിക്കുന്നതെന്ന് നിങ്ങൾ ചോദിക്കുന്നു.,Malayalam
എല്ലാം പോകുന്നുവെങ്കിൽ നിങ്ങൾ മുമ്പ് അവരെ വളർത്താൻ എന്താണ് ചെയ്തത്?,Malayalam
